"No.","Time","Source","Destination","Protocol","Length","Info"
"45","0.018663","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=14703/28473, ttl=64 (no response found!)"
"46","0.019088","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=14959/28474, ttl=64 (no response found!)"
"47","0.019513","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=15215/28475, ttl=64 (no response found!)"
"48","0.019938","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=15471/28476, ttl=64 (no response found!)"
"49","0.020364","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=15727/28477, ttl=64 (no response found!)"
"50","0.020791","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=15983/28478, ttl=64 (no response found!)"
"51","0.021220","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=16239/28479, ttl=64 (no response found!)"
"52","0.021628","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=16495/28480, ttl=64 (no response found!)"
"53","0.022053","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=16751/28481, ttl=64 (no response found!)"
"54","0.022468","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=17007/28482, ttl=64 (no response found!)"
"55","0.022881","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=17263/28483, ttl=64 (no response found!)"
"56","0.023296","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=17519/28484, ttl=64 (no response found!)"
"57","0.023708","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=17775/28485, ttl=64 (no response found!)"
"58","0.024127","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=18031/28486, ttl=64 (no response found!)"
"59","0.024612","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=18287/28487, ttl=64 (no response found!)"
"60","0.025027","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=18543/28488, ttl=64 (no response found!)"
"61","0.025439","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=18799/28489, ttl=64 (no response found!)"
"62","0.025854","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=19055/28490, ttl=64 (no response found!)"
"63","0.026271","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=19311/28491, ttl=64 (no response found!)"
"64","0.026686","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=19567/28492, ttl=64 (no response found!)"
"65","0.027106","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=19823/28493, ttl=64 (no response found!)"
