"No.","Time","Source","Destination","Protocol","Length","Info"
"45","0.126325","10.0.0.2","10.128.0.2","TCP","54","3356  >  80 [SYN] Seq=0 Win=512 Len=0"
"46","0.129691","10.128.0.2","10.0.0.2","TCP","58","80  >  3235 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"47","0.130986","10.128.0.2","10.0.0.2","TCP","58","80  >  3231 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"48","0.131007","10.128.0.2","10.0.0.2","TCP","58","80  >  3232 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"49","0.131835","10.128.0.2","10.0.0.2","TCP","58","80  >  3356 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"50","0.134737","10.0.0.2","10.128.0.2","TCP","54","3357  >  80 [SYN] Seq=0 Win=512 Len=0"
"51","0.139543","10.128.0.2","10.0.0.2","TCP","58","80  >  3233 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"52","0.140248","10.128.0.2","10.0.0.2","TCP","58","80  >  3357 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"53","0.143133","10.0.0.2","10.128.0.2","TCP","54","3358  >  80 [SYN] Seq=0 Win=512 Len=0"
"54","0.148678","10.128.0.2","10.0.0.2","TCP","58","80  >  3358 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"55","0.151524","10.0.0.2","10.128.0.2","TCP","54","3359  >  80 [SYN] Seq=0 Win=512 Len=0"
"56","0.157193","10.128.0.2","10.0.0.2","TCP","58","80  >  3359 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"57","0.157712","10.128.0.2","10.0.0.2","TCP","58","80  >  3236 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"58","0.158708","10.128.0.2","10.0.0.2","TCP","58","80  >  3237 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"59","0.159953","10.0.0.2","10.128.0.2","TCP","54","3360  >  80 [SYN] Seq=0 Win=512 Len=0"
"60","0.163577","10.128.0.2","10.0.0.2","TCP","58","80  >  3240 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"61","0.165259","10.128.0.2","10.0.0.2","TCP","58","80  >  3360 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"62","0.168371","10.0.0.2","10.128.0.2","TCP","54","3361  >  80 [SYN] Seq=0 Win=512 Len=0"
"63","0.168661","10.128.0.2","10.0.0.2","TCP","58","80  >  3241 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"64","0.168697","10.128.0.2","10.0.0.2","TCP","58","80  >  3239 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"65","0.168705","10.128.0.2","10.0.0.2","TCP","58","80  >  3238 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"66","0.173928","10.128.0.2","10.0.0.2","TCP","58","80  >  3361 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"67","0.176784","10.0.0.2","10.128.0.2","TCP","54","3362  >  80 [SYN] Seq=0 Win=512 Len=0"
"68","0.182113","10.128.0.2","10.0.0.2","TCP","58","80  >  3362 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"69","0.185238","10.0.0.2","10.128.0.2","TCP","54","3363  >  80 [SYN] Seq=0 Win=512 Len=0"
"70","0.190727","10.128.0.2","10.0.0.2","TCP","58","80  >  3363 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"71","0.193684","10.0.0.2","10.128.0.2","TCP","54","3364  >  80 [SYN] Seq=0 Win=512 Len=0"
"72","0.197217","10.128.0.2","10.0.0.2","TCP","58","80  >  3244 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"73","0.199271","10.128.0.2","10.0.0.2","TCP","58","80  >  3364 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"74","0.202172","10.0.0.2","10.128.0.2","TCP","54","3365  >  80 [SYN] Seq=0 Win=512 Len=0"
"75","0.207895","10.128.0.2","10.0.0.2","TCP","58","80  >  3365 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"76","0.210588","10.0.0.2","10.128.0.2","TCP","54","3366  >  80 [SYN] Seq=0 Win=512 Len=0"
"77","0.215228","10.128.0.2","10.0.0.2","TCP","58","80  >  3247 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"78","0.215497","10.128.0.2","10.0.0.2","TCP","58","80  >  3242 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"79","0.216110","10.128.0.2","10.0.0.2","TCP","58","80  >  3366 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"80","0.219016","10.0.0.2","10.128.0.2","TCP","54","3367  >  80 [SYN] Seq=0 Win=512 Len=0"
"81","0.219030","10.128.0.2","10.0.0.2","TCP","58","80  >  3243 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"82","0.221702","10.128.0.2","10.0.0.2","TCP","58","80  >  3246 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"83","0.224276","10.128.0.2","10.0.0.2","TCP","58","80  >  3245 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"84","0.224539","10.128.0.2","10.0.0.2","TCP","58","80  >  3367 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"85","0.227422","10.0.0.2","10.128.0.2","TCP","54","3368  >  80 [SYN] Seq=0 Win=512 Len=0"
"86","0.232931","10.128.0.2","10.0.0.2","TCP","58","80  >  3368 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"87","0.236572","10.0.0.2","10.128.0.2","TCP","54","3369  >  80 [SYN] Seq=0 Win=512 Len=0"
"88","0.242236","10.128.0.2","10.0.0.2","TCP","58","80  >  3369 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"89","0.245309","10.0.0.2","10.128.0.2","TCP","54","3370  >  80 [SYN] Seq=0 Win=512 Len=0"
"90","0.250816","10.128.0.2","10.0.0.2","TCP","58","80  >  3370 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"91","0.253768","10.0.0.2","10.128.0.2","TCP","54","3371  >  80 [SYN] Seq=0 Win=512 Len=0"
"92","0.257533","10.128.0.2","10.0.0.2","TCP","58","80  >  3249 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"93","0.257591","10.128.0.2","10.0.0.2","TCP","58","80  >  3250 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"94","0.258775","10.128.0.2","10.0.0.2","TCP","58","80  >  3251 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"95","0.258958","10.128.0.2","10.0.0.2","TCP","58","80  >  3252 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"96","0.259067","10.128.0.2","10.0.0.2","TCP","58","80  >  3371 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"97","0.262204","10.0.0.2","10.128.0.2","TCP","54","3372  >  80 [SYN] Seq=0 Win=512 Len=0"
"98","0.267552","10.128.0.2","10.0.0.2","TCP","58","80  >  3372 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"99","0.270586","10.0.0.2","10.128.0.2","TCP","54","3373  >  80 [SYN] Seq=0 Win=512 Len=0"
"100","0.275931","10.128.0.2","10.0.0.2","TCP","58","80  >  3373 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"101","0.278978","10.0.0.2","10.128.0.2","TCP","54","3374  >  80 [SYN] Seq=0 Win=512 Len=0"
"102","0.279056","10.128.0.2","10.0.0.2","TCP","58","80  >  3253 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"103","0.279397","10.128.0.2","10.0.0.2","TCP","58","80  >  3248 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"104","0.284327","10.128.0.2","10.0.0.2","TCP","58","80  >  3374 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"105","0.287411","10.0.0.2","10.128.0.2","TCP","54","3375  >  80 [SYN] Seq=0 Win=512 Len=0"
"106","0.292998","10.128.0.2","10.0.0.2","TCP","58","80  >  3375 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"107","0.295792","10.0.0.2","10.128.0.2","TCP","54","3376  >  80 [SYN] Seq=0 Win=512 Len=0"
"108","0.301142","10.128.0.2","10.0.0.2","TCP","58","80  >  3376 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"109","0.304174","10.0.0.2","10.128.0.2","TCP","54","3377  >  80 [SYN] Seq=0 Win=512 Len=0"
"110","0.309546","10.128.0.2","10.0.0.2","TCP","58","80  >  3377 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"111","0.312558","10.0.0.2","10.128.0.2","TCP","54","3378  >  80 [SYN] Seq=0 Win=512 Len=0"
"112","0.318124","10.128.0.2","10.0.0.2","TCP","58","80  >  3378 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"113","0.321753","10.0.0.2","10.128.0.2","TCP","54","3379  >  80 [SYN] Seq=0 Win=512 Len=0"
"114","0.323065","10.128.0.2","10.0.0.2","TCP","58","80  >  3254 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"115","0.327489","10.128.0.2","10.0.0.2","TCP","58","80  >  3379 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"116","0.330167","10.0.0.2","10.128.0.2","TCP","54","3380  >  80 [SYN] Seq=0 Win=512 Len=0"
"117","0.331679","10.128.0.2","10.0.0.2","TCP","58","80  >  3261 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"118","0.332665","10.128.0.2","10.0.0.2","TCP","58","80  >  3257 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"119","0.332795","10.128.0.2","10.0.0.2","TCP","58","80  >  3255 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"120","0.335762","10.128.0.2","10.0.0.2","TCP","58","80  >  3380 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"121","0.338571","10.0.0.2","10.128.0.2","TCP","54","3381  >  80 [SYN] Seq=0 Win=512 Len=0"
"122","0.343891","10.128.0.2","10.0.0.2","TCP","58","80  >  3381 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"123","0.347018","10.0.0.2","10.128.0.2","TCP","54","3382  >  80 [SYN] Seq=0 Win=512 Len=0"
"124","0.349739","10.128.0.2","10.0.0.2","TCP","58","80  >  3260 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"125","0.350701","10.128.0.2","10.0.0.2","TCP","58","80  >  3256 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"126","0.350742","10.128.0.2","10.0.0.2","TCP","58","80  >  3258 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"127","0.352628","10.128.0.2","10.0.0.2","TCP","58","80  >  3382 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"128","0.354748","10.128.0.2","10.0.0.2","TCP","58","80  >  3263 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"129","0.355568","10.0.0.2","10.128.0.2","TCP","54","3383  >  80 [SYN] Seq=0 Win=512 Len=0"
"130","0.361171","10.128.0.2","10.0.0.2","TCP","58","80  >  3383 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"131","0.361407","10.128.0.2","10.0.0.2","TCP","58","80  >  3259 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"132","0.363950","10.0.0.2","10.128.0.2","TCP","54","3384  >  80 [SYN] Seq=0 Win=512 Len=0"
"133","0.369360","10.128.0.2","10.0.0.2","TCP","58","80  >  3384 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"134","0.372401","10.0.0.2","10.128.0.2","TCP","54","3385  >  80 [SYN] Seq=0 Win=512 Len=0"
"135","0.377737","10.128.0.2","10.0.0.2","TCP","58","80  >  3385 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"136","0.380838","10.0.0.2","10.128.0.2","TCP","54","3386  >  80 [SYN] Seq=0 Win=512 Len=0"
"137","0.386419","10.128.0.2","10.0.0.2","TCP","58","80  >  3386 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"138","0.389224","10.128.0.2","10.0.0.2","TCP","58","80  >  3262 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"139","0.389241","10.128.0.2","10.0.0.2","TCP","58","80  >  3265 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"140","0.389286","10.0.0.2","10.128.0.2","TCP","54","3387  >  80 [SYN] Seq=0 Win=512 Len=0"
"141","0.394920","10.128.0.2","10.0.0.2","TCP","58","80  >  3387 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"142","0.397729","10.0.0.2","10.128.0.2","TCP","54","3388  >  80 [SYN] Seq=0 Win=512 Len=0"
"143","0.403158","10.128.0.2","10.0.0.2","TCP","58","80  >  3388 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"144","0.406218","10.0.0.2","10.128.0.2","TCP","54","3389  >  80 [SYN] Seq=0 Win=512 Len=0"
"145","0.407602","10.128.0.2","10.0.0.2","TCP","58","80  >  3266 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"146","0.408643","10.128.0.2","10.0.0.2","TCP","58","80  >  3264 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"147","0.411804","10.128.0.2","10.0.0.2","TCP","58","80  >  3389 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"148","0.414166","10.128.0.2","10.0.0.2","TCP","58","80  >  3268 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"149","0.414631","10.0.0.2","10.128.0.2","TCP","54","3390  >  80 [SYN] Seq=0 Win=512 Len=0"
"150","0.417232","10.128.0.2","10.0.0.2","TCP","58","80  >  3269 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"151","0.417260","10.128.0.2","10.0.0.2","TCP","58","80  >  3267 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"152","0.419980","10.128.0.2","10.0.0.2","TCP","58","80  >  3390 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
"153","0.423127","10.0.0.2","10.128.0.2","TCP","54","3391  >  80 [SYN] Seq=0 Win=512 Len=0"
"154","0.428752","10.128.0.2","10.0.0.2","TCP","58","80  >  3391 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460"
